EMA_Short,EMA_Long,RSI,OBV,MACD,Weekly_Price
126.6417,127.479,50.7887,94322418553.0,-0.8372999999999989,41.7093
126.5506,127.4871,42.7714,94401713989.0,-0.9364999999999952,41.0431
126.8148,127.6008,35.1749,94324856866.0,-0.7860000000000014,38.7946
127.4112,127.8033,43.7621,94417468855.0,-0.3920999999999992,37.1767
127.6092,127.8759,44.51,94480811784.0,-0.26670000000000016,37.3528
127.7984,127.9408,42.5737,94555056408.0,-0.14239999999999498,36.9507
128.0958,128.0316,36.7544,94473138457.0,0.06419999999999959,36.6699
128.6732,128.194,32.398,94367277118.0,0.4792000000000201,36.1393
129.501,128.4109,32.5691,94479449400.0,1.0901000000000067,38.0404
130.4328,128.6327,45.2924,94605592226.0,1.8000999999999865,37.743
130.657,128.6232,49.536,94693663455.0,2.0338000000000136,39.0325
130.7084,128.5549,38.0076,94614690182.0,2.153500000000008,38.0356
131.2189,128.6129,41.5234,94536561848.0,2.6059999999999945,37.4741
131.6163,128.62,47.5349,94452560948.0,2.996299999999991,37.4693
131.7878,128.5467,50.3364,94590125666.0,3.241100000000017,37.0597
131.8632,128.436,49.5173,94514990566.0,3.4271999999999987,35.427
131.9862,128.3312,67.6226,94624830032.0,3.655000000000001,35.6094
131.4607,128.0319,61.8391,94775930985.0,3.4287999999999954,35.318000000000005
131.1669,127.80799999999999,65.238,94883691082.0,3.358899999999992,34.1663
130.7318,127.5466,64.7901,94949706886.0,3.1851999999999947,34.1284
130.26,127.2818,57.476000000000006,94882801817.0,2.978199999999987,34.6639
130.1001,127.1146,61.2501,94804045038.0,2.985500000000002,33.7137
129.7923,126.9048,59.3959,94888611494.0,2.887500000000017,35.3037
129.5371,126.714,71.4294,94819764358.0,2.8231000000000117,36.8369
128.8677,126.4075,68.1307,94914576707.0,2.4602000000000146,36.4009
128.3171,126.1498,72.0476,94820312492.0,2.167300000000012,36.2706
127.5757,125.8495,71.1403,94905234878.0,1.7261999999999915,36.991
126.7965,125.5564,76.3441,94815887776.0,1.2400999999999982,35.1551
125.7469,125.2059,72.26899999999999,94903110558.0,0.5409999999999968,33.9019
124.9025,124.9426,72.6294,94811844013.0,-0.04009999999999536,33.5763
123.926,124.6652,67.7015,94903263996.0,-0.7391999999999967,33.2883
123.1964,124.4869,65.9788,94796577293.0,-1.2905000000000086,33.8288
122.4832,124.3358,58.7021,94707732702.0,-1.8526000000000096,33.9043
122.1112,124.3051,61.2334,94624265986.0,-2.1939,33.1916
121.5909,124.24600000000001,54.2665,94544094733.0,-2.6550999999999902,33.0382
121.3698,124.2912,53.6681,94455443558.0,-2.9214000000000047,32.8376
121.1469,124.3468,47.7828,94380354424.0,-3.1998999999999995,32.9886
121.1776,124.4862,42.77,94262030598.0,-3.3085999999999984,32.2523
121.4314,124.6937,46.8147,94347702517.0,-3.2623000000000104,32.0304
121.5028,124.8473,42.6977,94266883314.0,-3.3445000000000107,31.1808
121.7689,125.0598,40.0973,94172812080.0,-3.2908999999999935,30.3328
122.1882,125.3139,48.0427,94073967399.0,-3.125700000000009,28.6573
122.2015,125.4453,49.4129,94162497884.0,-3.2438000000000082,28.1991
122.1443,125.5614,40.4165,94257965026.0,-3.417100000000005,27.9735
122.505,125.8039,39.0175,94146052742.0,-3.298900000000004,27.7079
122.9782,126.0738,45.711999999999996,94331602264.0,-3.0956000000000046,27.2168
123.0959,126.2337,48.6623,94453072019.0,-3.1377999999999986,27.3813
123.0642,126.3528,53.0042,94565004655.0,-3.2886000000000024,27.2521
122.7937,126.4097,40.6027,94449776719.0,-3.616,26.7774
123.0937,126.64299999999999,37.0848,94357186164.0,-3.5493000000000023,25.8257
123.5801,126.9268,41.8064,94445291214.0,-3.3466999999999985,26.2698
123.83200000000001,127.1354,39.0315,94342264700.0,-3.3034000000000106,25.8633
124.2406,127.387,29.5731,94454208026.0,-3.1464,25.4802
125.0854,127.7568,32.8492,94324682246.0,-2.671399999999992,25.5766
125.781,128.0646,32.9356,94479058856.0,-2.283600000000007,26.5854
126.5689,128.3829,34.1818,94325292255.0,-1.8140000000000072,27.2586
127.36,128.683,39.532,94503447230.0,-1.3229999999999933,27.4994
127.8295,128.8711,47.3851,94616413570.0,-1.0416000000000167,26.6648
127.8549,128.9209,31.541999999999998,94718674515.0,-1.0659999999999883,26.4287
128.5457,129.1618,26.5898,94602366623.0,-0.6160999999999888,26.3492
129.4999,129.4595,30.1233,94438941951.0,0.04040000000000532,26.8659
130.2936,129.6847,30.5783,94583708875.0,0.6089000000000055,24.1096
131.1637,129.9084,26.0139,94694748779.0,1.2553000000000054,25.185
132.3258,130.1892,33.0597,94853021801.0,2.1365999999999867,25.0003
133.0503,130.309,37.9084,94955908723.0,2.7412999999999954,25.5661
133.5616,130.3432,33.8353,94868239889.0,3.2184000000000026,25.2902
134.2936,130.421,38.2914,94965096637.0,3.8726000000000056,25.1266
134.8391,130.4188,50.7271,95062468836.0,4.4202999999999975,24.2317
134.8604,130.2444,46.5246,95143045152.0,4.6159999999999854,22.9411
135.0466,130.1092,51.9461,95082900022.0,4.937400000000026,22.969
135.0393,129.9056,54.0679,95147180051.0,5.133700000000005,22.4807
134.9486,129.6702,54.552,95219828039.0,5.278400000000005,22.296999999999997
134.825,129.4194,52.9544,95295815028.0,5.405599999999993,21.718000000000004
134.7676,129.1824,56.988,95224517814.0,5.585199999999987,22.1668
134.5145,128.8821,53.9917,95300211644.0,5.632399999999992,22.9807
134.4034,128.6204,52.717,95216028583.0,5.783000000000016,22.7691
134.3529,128.37,52.6514,95305909520.0,5.982900000000001,23.3341
134.2995,128.1105,48.3996,95223643101.0,6.188999999999992,22.1412
134.5192,127.9207,52.89,95117403278.0,6.5985000000000165,21.0484
134.4754,127.6389,62.0869,95294927090.0,6.836500000000001,21.5599
133.9021,127.196,74.4296,95437548218.0,6.706099999999991,21.6646
132.6924,126.5767,75.0131,95578391977.0,6.1156999999999915,24.4242
131.2858,125.9252,74.4511,95480001422.0,5.360599999999991,25.3879
129.7534,125.2685,65.5049,95322389709.0,4.484899999999996,25.1129
128.9649,124.8602,61.0179,95207930349.0,4.104699999999993,25.4203
128.4155,124.5357,48.5293,95087400805.0,3.879800000000003,24.4218
128.5164,124.4061,45.8565,94983081316.0,4.1103000000000085,24.4796
128.7565,124.307,48.4284,94892323987.0,4.449499999999986,23.6337
128.8892,124.1633,53.9271,95003922518.0,4.725899999999982,23.8071
128.7543,123.9318,48.6252,95094144273.0,4.822500000000005,22.3973
128.8895,123.7736,47.938,95005507442.0,5.115899999999996,22.1962
129.0808,123.6195,49.5201,95095947697.0,5.4613000000000085,21.7224
129.2016,123.4311,57.5464,95196568577.0,5.7705000000000135,21.7294
128.8802,123.1037,48.0219,95091410332.0,5.776499999999999,22.3762
129.0901,122.9279,46.3174,94981832175.0,6.162200000000013,23.3141
129.4207,122.7708,48.9589,95136920145.0,6.6499000000000175,22.3279
129.6326,122.56,61.438,95039255247.0,7.072599999999994,22.2889
129.2182,122.1529,63.1913,95182557134.0,7.0652999999999935,24.1968
128.6652,121.7065,67.8598,95281673720.0,6.958699999999992,24.8336
127.8206,121.1812,76.2032,95378125844.0,6.639399999999995,24.3738
126.505,120.5343,70.9126,95499173168.0,5.970699999999994,26.0175
125.5772,120.0255,66.505,95376048536.0,5.551700000000012,27.3622
124.8955,119.6041,69.4863,95321118472.0,5.291399999999996,27.0818
123.9972,119.1315,68.6584,95409342164.0,4.865700000000004,27.4243
123.0487,118.6619,55.695,95239990339.0,4.386799999999994,25.8244
122.899,118.4401,71.6391,95118738786.0,4.4589,27.8289
122.1694,118.0496,71.5274,95311280282.0,4.119799999999998,27.3527
121.3439,117.6456,68.7787,95216920471.0,3.6983000000000033,27.2565
120.6119,117.2855,61.9711,95315129062.0,3.3264000000000067,25.4162
120.2106,117.0351,57.211999999999996,95157556800.0,3.1754999999999995,25.6634
119.9987,116.8449,56.7359,95236632788.0,3.1538000000000044,25.2652
119.7807,116.6539,51.1865,95323572574.0,3.126800000000003,26.2563
